Data,PKN
2025-03-19,"63,46"
2025-03-20,"63,47"
2025-03-21,"63,4"
2025-03-24,"64,47"
2025-03-25,"64,98"
2025-03-26,"65,18"
2025-03-27,"64,93"
2025-03-28,"64,18"
2025-03-31,"63,27"
2025-04-01,"64,1"
2025-04-02,"64,27"
2025-04-03,"62,03"
2025-04-04,"59,67"
2025-04-07,"59,51"
2025-04-08,"59,2"
2025-04-09,"57,67"
2025-04-10,"59,78"
2025-04-11,"59,91"
2025-04-14,"60,43"
2025-04-15,"58,61"
2025-04-16,"59,37"
2025-04-17,"59,22"
2025-04-22,"61,34"
2025-04-23,"62,37"
2025-04-24,"63,49"
2025-04-25,"63,96"
2025-04-28,"64,44"
2025-04-29,"63,89"
2025-04-30,"63,43"
2025-05-02,"64,2"
2025-05-05,"63,98"
2025-05-06,"64,44"
2025-05-07,"65,02"
2025-05-08,"65,24"
2025-05-09,"67,18"
2025-05-12,"67,4"
2025-05-13,"67,86"
2025-05-14,"67,72"
2025-05-15,"66,65"
2025-05-16,"67,3"
2025-05-19,"67,15"
2025-05-20,"67,85"
2025-05-21,"66,64"
2025-05-22,"65,56"
2025-05-23,"65,59"
2025-05-26,"66,84"
2025-05-27,"67,49"
2025-05-28,"69,3"
2025-05-29,"67,52"
2025-05-30,"68,36"
2025-06-02,"68,78"
2025-06-03,"69,07"
2025-06-04,"69,91"
2025-06-05,"69,54"
2025-06-06,"68,53"
2025-06-09,"69,4"
2025-06-10,"72,32"
2025-06-11,"71,45"
2025-06-12,"72,1"
2025-06-13,"71,84"
2025-06-16,"73,09"
2025-06-17,"75,88"
2025-06-18,"75,84"
2025-06-20,"76,97"
2025-06-23,"77,36"
2025-06-24,"76,7"
2025-06-25,"76,2"
2025-06-26,"76,89"
2025-06-27,"75,87"
2025-06-30,"76,32"
2025-07-01,"76,68"
2025-07-02,"77,83"
2025-07-03,"78,24"
2025-07-04,"78,54"
2025-07-07,"78,5"
2025-07-08,"79,83"
2025-07-09,"79,81"
2025-07-10,"79,02"
2025-07-11,"80,84"
2025-07-14,"81,99"
2025-07-15,"81,34"
2025-07-16,"81,34"
2025-07-17,"80,43"
2025-07-18,"81,26"
2025-07-21,"80,79"
2025-07-22,"80,59"
2025-07-23,"79,7"
2025-07-24,"79,02"
2025-07-25,"77,35"
2025-07-28,"77,83"
2025-07-29,"78,85"
2025-07-30,"78,76"
2025-07-31,"77,77"
2025-08-01,"76,65"
2025-08-04,"77,05"
2025-08-05,"76,81"
2025-08-06,"78,4"
2025-08-07,"76,9"
2025-08-08,"77,99"
2025-08-11,"77,79"
2025-08-12,"79,26"
2025-08-13,"78,56"
2025-08-14,"78,14"
2025-08-18,"78,95"
2025-08-19,"79,38"
2025-08-20,"80,19"
2025-08-21,"83,2"
2025-08-22,"83,4"
2025-08-25,"83,8"
2025-08-26,"83,25"
2025-08-27,"80,48"
2025-08-28,"78,18"
2025-08-29,"77,78"
2025-09-01,"77,82"
2025-09-02,"77,69"
2025-09-03,"79,62"
2025-09-04,"80,48"
2025-09-05,"81,08"
2025-09-08,"83,04"
2025-09-09,"82,44"
2025-09-10,"80,59"
2025-09-11,"82,6"
2025-09-12,"81,24"
2025-09-15,"82,75"
2025-09-16,"82,46"
2025-09-17,"82,22"
2025-09-18,"82,13"
2025-09-19,"81,52"
2025-09-22,"82,22"
2025-09-23,"84,97"
2025-09-24,"88,44"
2025-09-25,"88,75"
2025-09-26,"89,14"
2025-09-29,"88,28"
2025-09-30,"86,52"
2025-10-01,"87,85"
2025-10-02,"86,61"
2025-10-03,"86,15"
2025-10-06,"85,61"
2025-10-07,"87,23"
2025-10-08,"88,1"
2025-10-09,"88,88"
2025-10-10,"89,0"
2025-10-13,"88,63"
2025-10-14,"87,13"
2025-10-15,"89,34"
2025-10-16,"89,94"
2025-10-17,"88,85"
2025-10-20,"92,09"
2025-10-21,"91,82"
2025-10-22,"95,0"
2025-10-23,"97,3"
2025-10-24,"97,65"
2025-10-27,"97,9"
2025-10-28,"98,92"
2025-10-29,"99,82"
2025-10-30,"100,6"
2025-10-31,"100,06"
2025-11-03,"99,09"
2025-11-04,"97,72"
2025-11-05,"97,96"
2025-11-06,"98,6"
2025-11-07,"98,93"
2025-11-10,"101,8"
2025-11-12,"103,5"
2025-11-13,"103,76"
2025-11-14,"104,0"
2025-11-17,"102,76"
2025-11-18,"100,72"
2025-11-19,"101,88"
2025-11-20,"101,2"
2025-11-21,"98,6"
2025-11-24,"96,58"
2025-11-25,"95,19"
2025-11-26,"95,58"
2025-11-27,"93,31"
2025-11-28,"94,02"
2025-12-01,"94,39"
2025-12-02,"93,0"
2025-12-03,"91,57"
2025-12-04,"91,67"
2025-12-05,"91,66"
2025-12-08,"91,66"
2025-12-09,"92,48"
2025-12-10,"92,87"
2025-12-11,"94,38"
2025-12-12,"93,6"
2025-12-15,"94,82"
2025-12-16,"91,9"
2025-12-17,"92,33"
2025-12-18,"92,35"
2025-12-19,"93,16"
2025-12-22,"94,87"
2025-12-23,"93,89"
2025-12-29,"95,62"
2025-12-30,"96,11"
2026-01-02,"101,3"
2026-01-05,"99,75"
2026-01-07,"99,62"
2026-01-08,"92,58"
2026-01-09,"96,19"
2026-01-12,"98,85"
2026-01-13,"97,97"
2026-01-14,"98,36"
2026-01-15,"99,8"
2026-01-16,"99,63"
2026-01-19,"97,91"
2026-01-20,"97,54"
2026-01-21,"98,93"
2026-01-22,"104,98"
2026-01-23,"103,18"
2026-01-26,"102,74"
2026-01-27,"103,98"
2026-01-28,"104,96"
2026-01-29,"106,48"
2026-01-30,"107,96"
2026-02-02,"107,24"
2026-02-03,"106,1"
2026-02-04,"110,52"
2026-02-05,"107,0"
2026-02-06,"110,74"
2026-02-09,"110,06"
2026-02-10,"109,16"
2026-02-11,"111,9"
2026-02-12,"110,48"
2026-02-13,"108,36"
2026-02-16,"109,04"
2026-02-17,"106,46"
2026-02-18,"108,2"
2026-02-19,"111,5"
2026-02-20,"109,94"
2026-02-23,"113,0"
2026-02-24,"113,36"
2026-02-25,"115,1"
2026-02-26,"115,24"
2026-02-27,"114,66"
2026-03-02,"120,5"
2026-03-03,"114,72"
2026-03-04,"117,8"
2026-03-05,"119,7"
2026-03-06,"119,0"
2026-03-09,"118,88"
2026-03-10,"122,08"
2026-03-11,"128,9"
2026-03-12,"130,5"
2026-03-13,"128,4"
2026-03-16,"129,58"
2026-03-17,"136,04"
2026-03-18,"133,14"
2026-03-19,"133,2"
2026-03-20,"133,8"
2026-03-23,"127,56"
2026-03-24,"129,94"
2026-03-25,"133,64"
2026-03-26,"130,68"
2026-03-27,"129,86"
2026-03-30,"132,56"
2026-03-31,"134,34"
2026-04-01,"130,54"
2026-04-02,"133,94"
2026-04-07,"135,0"
2026-04-08,"131,16"
2026-04-09,"136,0"
2026-04-10,"128,58"
2026-04-13,"131,4"
2026-04-14,"127,8"
2026-04-15,"129,62"
2026-04-16,"129,64"
2026-04-17,"124,02"
2026-04-20,"127,48"
2026-04-21,"126,94"
2026-04-22,"127,98"
2026-04-23,"128,54"
2026-04-24,"129,08"
2026-04-27,"127,1"
2026-04-28,"128,32"
2026-04-29,"130,92"
2026-04-30,"132,92"
2026-05-04,"138,0"
2026-05-05,"144,26"
2026-05-06,"141,0"
2026-05-07,"140,0"
2026-05-08,"140,3"
2026-05-11,"143,86"
2026-05-12,"143,38"
2026-05-13,"144,68"
2026-05-14,"144,36"
2026-05-15,"140,08"
2026-05-18,"145,12"
2026-05-19,"143,34"
2026-05-20,"145,48"
2026-05-21,"142,32"
2026-05-22,"143,34"
2026-05-25,"143,24"
2026-05-26,"141,5"
2026-05-27,"138,68"
2026-05-28,"141,24"
2026-05-29,"141,76"
