Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1997-07-10,7.60799,7.60799,7.60799,7.60799,7605497.981623
1997-07-11,7.77006,7.77006,7.77006,7.77006,4810642.6532262
1997-07-14,6.99525,6.99525,6.99525,6.99525,1230063.9822704
1997-07-15,6.31664,6.31664,6.31664,6.31664,2570589.8092289
1997-07-16,6.92948,6.92948,6.92948,6.92948,1762556.1340692
1997-07-17,7.06094,7.12214,7.06094,7.12214,2375710.5748821
1997-07-18,6.96017,6.96017,6.73689,6.7675,826007.81053571
1997-07-21,6.96017,6.96017,6.89886,6.96017,1130253.8267012
1997-07-22,6.96017,7.06094,6.96017,6.99525,732835.16247463
1997-07-23,7.02577,7.02577,6.83319,6.89886,628409.79940928
1997-07-24,6.96017,6.96017,6.89886,6.89886,765882.14596871
1997-07-25,6.92948,6.92948,6.86379,6.86379,611277.93940138
1997-07-28,6.80259,6.80259,6.702,6.702,637195.4762247
1997-07-29,6.6406,6.80259,6.6406,6.73689,364691.59852483
1997-07-30,6.73689,6.96017,6.73689,6.89886,406494.88933208
1997-07-31,6.86379,6.86379,6.702,6.73689,404198.82360274
1997-08-01,6.73689,6.86379,6.73689,6.73689,301662.54887843
1997-08-04,6.80259,6.86379,6.80259,6.83319,427839.17509101
1997-08-05,6.86379,6.96017,6.86379,6.96017,632623.27407112
1997-08-06,6.96017,6.96017,6.86379,6.89886,462454.280223
1997-08-07,6.92948,7.38461,6.92948,7.34972,578624.29745527
1997-08-08,7.25353,7.77006,7.25353,7.57738,1145300.4520495
1997-08-11,7.4462,7.4462,7.22292,7.25353,823257.56643231
1997-08-12,7.22292,7.4462,7.22292,7.34972,680700.10034075
1997-08-13,7.4462,7.4462,7.4462,7.4462,912381.41882631
1997-08-14,7.18784,7.28412,7.15723,7.18784,395590.41271161
1997-08-18,7.09145,7.09145,6.89886,6.96017,380342.39649078
1997-08-19,7.18784,7.4462,7.18784,7.31921,711525.49077191
1997-08-20,7.38461,7.38461,7.25353,7.28412,697514.14037789
1997-08-21,7.12214,7.12214,7.06094,7.06094,241708.90568175
1997-08-22,7.02577,7.18784,7.02577,7.15723,231633.068589
1997-08-25,7.06094,7.15723,6.96017,6.96017,216946.21964327
1997-08-26,6.96017,7.09145,6.96017,7.02577,253061.2672115
1997-08-27,7.02577,7.09145,7.02577,7.06094,237852.06069007
1997-08-28,7.22292,7.38461,7.22292,7.34972,946951.42079412
1997-08-29,7.28412,7.28412,7.22292,7.25353,1013322.3002321
1997-09-01,7.15723,7.22292,7.15723,7.15723,269429.52016095
1997-09-02,7.28412,7.34972,7.28412,7.31921,626619.30868293
1997-09-03,7.38461,7.54678,7.38461,7.5117,1198093.1812515
1997-09-04,7.38461,7.38461,7.28412,7.31921,624269.74850307
1997-09-05,7.28412,7.4155,7.28412,7.34972,537471.33134066
1997-09-08,7.31921,7.31921,7.25353,7.31921,213009.65743121
1997-09-09,7.22292,7.28412,7.22292,7.25353,409350.02451493
1997-09-10,7.22292,7.31921,7.22292,7.25353,398935.38923553
1997-09-11,7.15723,7.25353,7.15723,7.22292,402726.15284715
1997-09-12,7.22292,7.28412,7.22292,7.25353,363800.02434944
1997-09-15,7.18784,7.28412,7.18784,7.25353,324956.7598045
1997-09-16,7.18784,7.22292,7.12214,7.12214,360995.23688473
1997-09-17,7.09145,7.09145,7.02577,7.06094,390373.13041936
1997-09-18,6.99525,7.12214,6.96017,7.12214,567776.46201771
1997-09-19,7.28412,7.4155,7.28412,7.4155,1445599.4168949
1997-09-22,7.4462,7.4462,7.31921,7.34972,909228.39297779
1997-09-23,7.34972,7.34972,7.25353,7.28412,619093.37373181
1997-09-24,7.15723,7.25353,7.15723,7.22292,440390.44165898
1997-09-25,7.09145,7.09145,6.99525,7.02577,649278.92857827
1997-09-26,6.99525,7.02577,6.96017,6.96017,571473.87256861
1997-09-29,7.02577,7.09145,7.02577,7.02577,458700.22848919
1997-09-30,7.15723,7.15723,7.02577,7.06094,412528.22422251
1997-10-01,7.12214,7.15723,7.09145,7.15723,717660.57000942
1997-10-02,7.09145,7.09145,7.02577,7.02577,567949.53229882
1997-10-03,7.12214,7.25353,7.12214,7.18784,1498247.3964074
1997-10-06,7.12214,7.25353,7.12214,7.18784,1565215.1060874
1997-10-07,7.12214,7.34972,7.12214,7.31921,1530360.8492943
1997-10-08,7.34972,7.64297,7.34972,7.60799,2420319.7020648
1997-10-09,7.4462,7.54678,7.4155,7.4155,2365541.3847286
1997-10-10,7.31921,7.34972,7.25353,7.25353,1169101.2868893
1997-10-13,7.38461,7.4811,7.38461,7.4811,1015970.7999884
1997-10-14,7.4462,7.54678,7.38461,7.4155,1230323.0632366
1997-10-15,7.54678,7.57738,7.5117,7.57738,1834271.2140055
1997-10-16,7.60799,7.60799,7.4811,7.5117,1137728.3650234
1997-10-17,7.54678,7.64297,7.54678,7.60799,1266550.3442599
1997-10-20,7.64297,7.70876,7.64297,7.64297,1846540.3235697
1997-10-21,7.73936,7.93204,7.73936,7.90134,1585895.4313134
1997-10-22,7.93204,8.09402,7.93204,7.96703,1818707.4756355
1997-10-23,7.90134,7.90134,7.60799,7.64297,3365526.7842075
1997-10-24,7.57738,7.70876,7.57738,7.67387,1856027.7217067
1997-10-27,7.18784,7.22292,7.06094,7.06094,1938710.2129112
1997-10-28,6.47882,6.47882,5.8309,5.92691,707157.82622328
1997-10-29,7.06094,7.06094,6.6406,6.89886,2176973.4466327
1997-10-30,6.702,6.702,6.47882,6.60561,2020670.0045782
1997-10-31,6.67111,6.73689,6.6406,6.702,2388512.5311299
1997-11-03,6.702,6.83319,6.702,6.80259,1413104.1604788
1997-11-04,6.57501,6.6406,6.50932,6.53992,1580381.3072663
1997-11-05,6.47882,6.50932,6.44373,6.44373,1452798.0916782
1997-11-06,6.57501,6.57501,6.50932,6.50932,829913.95433473
1997-11-07,6.41294,6.41294,6.25107,6.31664,1038622.0285974
1997-11-12,6.31664,6.31664,5.8309,6.02339,1193857.679463
1997-11-13,5.76522,5.8309,5.66883,5.8309,2038602.1835223
1997-11-14,5.92691,5.92691,5.79564,5.8309,1505011.8221216
1997-11-17,6.11968,6.15467,5.99269,6.11968,1419052.5335949
1997-11-18,6.15467,6.15467,6.02339,6.05419,1244070.0881104
1997-11-19,5.69953,5.8309,5.69953,5.73014,1025887.2026403
1997-11-20,5.69953,5.69953,5.60315,5.66883,805271.89303763
1997-11-21,5.86141,5.86141,5.73014,5.79564,943885.45454156
1997-11-24,5.27919,5.37547,5.14792,5.1827,1868666.0478706
1997-11-25,5.1173,5.14792,5.08222,5.1173,1662646.3319745
1997-11-26,5.14792,5.14792,4.95523,4.98584,1307023.6161796
1997-11-27,5.08222,5.08222,4.82395,4.82395,1546197.3044709
1997-11-28,4.92034,4.92034,4.72757,4.85904,1552655.4482331
1997-12-01,5.05173,5.14792,5.05173,5.08222,1730268.5619904
1997-12-02,5.1173,5.1173,5.02101,5.02101,1007030.9332862
1997-12-03,5.02101,5.02101,4.88965,4.95523,701643.70217616
1997-12-04,4.92034,5.02101,4.88965,4.92034,1431699.2510451
1997-12-05,4.88965,4.88965,4.72757,4.79325,1249725.8151148
1997-12-08,4.79325,4.79325,4.66197,4.69716,748747.13922843
1997-12-09,4.72757,4.72757,4.63138,4.66197,637930.7626917
1997-12-10,4.63138,4.63138,4.5349,4.5349,727540.26078358
1997-12-11,4.30733,4.33812,4.17614,4.21122,1110937.0855082
1997-12-12,4.17614,4.21122,4.17614,4.17614,1229852.1022899
1997-12-15,4.24183,4.30733,4.21122,4.24183,1153159.9406333
1997-12-16,4.24183,4.24183,4.07975,4.11036,1186205.8752165
1997-12-17,4.14544,4.14544,3.88709,3.95276,981170.03764575
1997-12-18,3.88709,3.91778,3.79089,3.82159,1302547.9138191
1997-12-19,3.7254,3.7254,3.629,3.65961,1426136.8771015
1997-12-22,3.629,3.629,3.52823,3.52823,975383.19679204
1997-12-23,3.56322,3.629,3.56322,3.629,1132256.197408
1997-12-29,3.7254,3.91778,3.7254,3.88709,2182796.9993642
1997-12-30,4.07975,4.11036,4.01416,4.07975,1594970.6075081
1997-12-31,4.21122,4.43442,4.21122,4.37301,1656166.1610856
1998-01-05,4.33812,4.33812,4.11036,4.17614,1548609.7992984
1998-01-06,4.14544,4.14544,3.8521,3.88709,831354.10885569
1998-01-07,3.75589,3.75589,3.75589,3.75589,443445.91880359
1998-01-08,3.7254,3.7254,3.59383,3.629,1131577.552124
1998-01-09,3.65961,3.65961,3.56322,3.629,1150700.24482
1998-01-12,3.30505,3.33556,3.22172,3.23927,1933900.956918
1998-01-13,3.40134,3.40134,3.30505,3.40134,1150038.3821086
1998-01-14,3.59383,3.59383,3.49753,3.49753,1514099.5852459
1998-01-15,3.43194,3.43194,3.30505,3.33556,1099860.5875174
1998-01-16,3.52823,3.629,3.52823,3.629,1619151.1480556
1998-01-19,3.82159,3.82159,3.65961,3.7254,1325902.9615713
1998-01-20,3.69021,3.69021,3.56322,3.629,886077.88283059
1998-01-21,3.629,3.629,3.46703,3.46703,1295260.0816184
1998-01-22,3.43194,3.46703,3.36626,3.43194,1602081.1737846
1998-01-23,3.43194,3.56322,3.43194,3.49753,2382905.0540221
1998-01-26,3.56322,3.56322,3.43194,3.43194,1741531.7661026
1998-01-27,3.46703,3.49753,3.43194,3.46703,1849897.8870232
1998-01-28,3.49753,3.629,3.49753,3.629,2404455.9752076
1998-01-29,3.629,3.79089,3.59383,3.629,2784749.072891
1998-01-30,3.65961,3.69021,3.629,3.69021,3662590.9081625
1998-02-02,3.82159,4.04916,3.82159,4.01416,2816304.5052352
1998-02-03,4.04916,4.07975,3.95276,4.04916,3063122.6553973
1998-02-04,3.98356,4.04916,3.88709,4.04916,3095250.7930354
1998-02-05,4.24183,4.63138,4.24183,4.59647,2375348.7006579
1998-02-06,4.66197,5.21359,4.66197,5.02101,1959356.9729917
1998-02-09,5.1173,5.21359,5.05173,5.1173,4197650.7935865
1998-02-10,5.02101,5.02101,4.69716,4.72757,3330800.4945313
1998-02-11,4.66197,4.79325,4.5349,4.56568,2144920.8305719
1998-02-12,4.46958,4.46958,4.17614,4.24183,2235998.8037762
1998-02-13,4.21122,4.33812,4.21122,4.30733,2180283.8091004
1998-02-16,4.30733,4.33812,4.21122,4.21122,1285615.3468622
1998-02-17,4.30733,4.40391,4.24183,4.40391,1388540.7674913
1998-02-18,4.33812,4.33812,4.21122,4.21122,1782094.1954398
1998-02-19,4.17614,4.24183,4.04916,4.07975,2567120.0123205
1998-02-20,4.14544,4.17614,4.07975,4.14544,1751123.0064082
1998-02-23,4.21122,4.40391,4.21122,4.37301,1450116.0267764
1998-02-24,4.30733,4.30733,4.11036,4.14544,1260931.3291333
1998-02-25,4.14544,4.14544,3.98356,4.01416,1292164.7458636
1998-02-26,4.14544,4.17614,4.11036,4.14544,1587391.1781065
1998-02-27,4.24183,4.30733,4.24183,4.27692,1551903.3791934
1998-03-02,4.46958,4.59647,4.46958,4.56568,1890022.9205591
1998-03-03,4.46958,4.46958,4.30733,4.40391,1394765.0041463
1998-03-04,4.40391,4.40391,4.27692,4.30733,1546815.1129289
1998-03-05,4.17614,4.21122,4.07975,4.21122,982446.56208275
1998-03-06,4.33812,4.43442,4.33812,4.43442,865193.01999968
1998-03-09,4.56568,4.72757,4.56568,4.59647,2351948.5497416
1998-03-10,4.63138,4.72757,4.59647,4.63138,1875479.7723922
1998-03-11,4.69716,4.69716,4.5349,4.59647,2625059.7467915
1998-03-12,4.5349,4.63138,4.5349,4.63138,1419986.0642021
1998-03-13,4.66197,4.66197,4.59647,4.66197,1582610.2427048
1998-03-16,4.59647,4.59647,4.5349,4.56568,569445.27909189
1998-03-17,4.5001,4.5001,4.33812,4.37301,1420380.4546608
1998-03-18,4.37301,4.46958,4.37301,4.43442,1100676.6401156
1998-03-19,4.37301,4.40391,4.33812,4.37301,930244.36965803
1998-03-20,4.37301,4.40391,4.33812,4.37301,536959.46287291
1998-03-23,4.37301,4.37301,4.30733,4.33812,467816.3122049
1998-03-24,4.27692,4.27692,4.21122,4.21122,970559.25604776
1998-03-25,4.14544,4.24183,4.14544,4.24183,766868.12211562
1998-03-26,4.17614,4.17614,4.07975,4.07975,654278.03742525
1998-03-27,4.07975,4.11036,4.04916,4.07975,637720.98053278
1998-03-30,3.91778,3.95276,3.8521,3.8521,683978.99548462
1998-03-31,3.75589,4.04916,3.75589,4.04916,1185888.0552458
1998-04-01,4.11036,4.17614,4.01416,4.01416,1514143.6394992
1998-04-02,3.95276,4.07975,3.95276,3.98356,348765.9859307
1998-04-06,4.04916,4.17614,4.04916,4.14544,1112641.5655494
1998-04-07,4.21122,4.37301,4.21122,4.30733,561851.16493912
1998-04-08,4.27692,4.27692,4.14544,4.17614,338393.30708309
1998-04-09,4.21122,4.24183,4.21122,4.24183,868530.65414804
1998-04-14,4.30733,4.43442,4.30733,4.43442,565681.78716093
1998-04-15,4.37301,4.43442,4.30733,4.40391,1231533.5062936
1998-04-16,4.46958,4.5349,4.40391,4.43442,1421577.2618774
1998-04-17,4.43442,4.43442,4.37301,4.40391,982575.57811049
1998-04-20,4.5001,4.5001,4.33812,4.33812,394107.25284807
1998-04-21,4.5349,4.66197,4.5001,4.66197,2717910.3792387
1998-04-22,4.69716,4.82395,4.69716,4.79325,1557338.8349309
1998-04-23,4.85904,5.05173,4.85904,5.02101,2076259.1299586
1998-04-24,5.08222,5.24421,5.08222,5.08222,1685421.3320572
1998-04-27,4.98584,4.98584,4.85904,4.85904,1447700.3852165
1998-04-28,4.82395,4.82395,4.69716,4.82395,1437755.6619731
1998-04-29,4.85904,4.98584,4.85904,4.92034,919844.41912975
1998-04-30,5.02101,5.1173,5.02101,5.1173,975282.50135576
1998-05-04,5.1173,5.1173,4.98584,5.02101,803205.5387723
1998-05-05,5.08222,5.08222,5.02101,5.08222,1619830.8422505
1998-05-06,5.08222,5.1173,5.05173,5.08222,989026.37949716
1998-05-07,5.02101,5.02101,4.98584,4.98584,1659044.3723059
1998-05-08,4.95523,4.95523,4.85904,4.85904,755666.80374028
1998-05-11,4.85904,4.85904,4.72757,4.75826,365987.00335614
1998-05-12,4.59647,4.63138,4.56568,4.56568,288469.34890419
1998-05-13,4.66197,4.85904,4.59647,4.63138,332745.97136506
1998-05-14,4.63138,4.66197,4.56568,4.66197,373013.65676904
1998-05-15,4.5349,4.63138,4.5349,4.63138,323261.71996045
1998-05-18,4.59647,4.59647,4.33812,4.33812,201296.47058812
1998-05-19,4.27692,4.46958,4.27692,4.43442,609665.76351011
1998-05-20,4.46958,4.59647,4.46958,4.5349,260610.27820011
1998-05-21,4.82395,5.02101,4.82395,4.85904,539811.45132337
1998-05-22,4.66197,4.66197,4.5349,4.5349,172663.30371763
1998-05-25,4.5349,4.5349,4.43442,4.5349,206846.25760225
1998-05-26,4.40391,4.5349,4.40391,4.46958,232640.0229518
1998-05-27,4.37301,4.40391,4.33812,4.33812,947424.47956248
1998-05-28,4.56568,4.56568,4.46958,4.5001,591937.0732601
1998-05-29,4.59647,4.59647,4.5001,4.5001,234049.75905972
1998-06-01,4.37301,4.37301,4.21122,4.33812,398054.30416808
1998-06-02,4.43442,4.5001,4.43442,4.43442,454178.37405375
1998-06-03,4.5349,4.69716,4.5349,4.63138,538183.54177018
1998-06-04,4.75826,4.79325,4.72757,4.75826,656154.53883675
1998-06-05,4.82395,4.88965,4.79325,4.85904,661564.82071521
1998-06-08,4.85904,4.88965,4.69716,4.69716,740905.48212814
1998-06-09,4.75826,4.75826,4.63138,4.66197,654804.59064413
1998-06-10,4.69716,4.69716,4.59647,4.59647,670608.52958609
1998-06-15,4.46958,4.46958,4.37301,4.37301,1011626.2114772
1998-06-16,4.69716,4.69716,4.63138,4.69716,476012.50115376
1998-06-17,4.63138,4.75826,4.63138,4.72757,1042140.0754024
1998-06-18,4.82395,4.82395,4.59647,4.63138,646177.2993587
1998-06-19,4.72757,4.75826,4.56568,4.72757,359962.05975206
1998-06-22,4.72757,4.75826,4.69716,4.69716,298878.73962961
1998-06-23,4.79325,4.79325,4.63138,4.63138,275640.12097566
1998-06-24,4.85904,4.85904,4.69716,4.79325,559596.00673077
1998-06-25,4.82395,4.82395,4.75826,4.79325,310334.94332803
1998-06-26,4.69716,4.69716,4.66197,4.66197,156994.67426818
1998-06-29,4.5349,4.63138,4.5349,4.63138,207729.44049129
1998-06-30,4.5349,4.59647,4.5349,4.56568,371221.0682211
1998-07-01,4.5349,4.63138,4.5001,4.63138,515376.02545281
1998-07-02,4.5349,4.59647,4.5349,4.59647,271660.55342102
1998-07-03,4.5349,4.59647,4.5349,4.56568,215991.7108202
1998-07-06,4.56568,4.63138,4.56568,4.63138,150116.96618811
1998-07-07,4.69716,4.69716,4.66197,4.66197,234739.94236255
1998-07-08,4.5349,4.59647,4.5349,4.56568,158578.529568
1998-07-09,4.5001,4.5001,4.5001,4.5001,444294.48763641
1998-07-10,4.5349,4.5349,4.5001,4.5349,258715.94530509
1998-07-13,4.5349,4.63138,4.5349,4.59647,126401.09312262
1998-07-14,4.69716,4.69716,4.63138,4.69716,609368.92175525
1998-07-15,4.69716,4.79325,4.69716,4.75826,471263.03307589
1998-07-16,4.69716,4.85904,4.69716,4.82395,655911.19153241
1998-07-17,4.92034,4.92034,4.82395,4.92034,1684220.3291974
1998-07-20,4.92034,5.02101,4.92034,5.02101,661357.13637788
1998-07-21,5.02101,5.1173,5.02101,5.05173,870079.89539163
1998-07-22,4.98584,4.98584,4.82395,4.88965,688369.73607073
1998-07-23,4.85904,4.98584,4.85904,4.95523,959835.19208396
1998-07-24,4.88965,4.98584,4.88965,4.98584,344306.01723214
1998-07-27,4.88965,4.95523,4.75826,4.75826,804919.45901065
1998-07-28,4.75826,4.75826,4.72757,4.72757,450348.80074273
1998-07-29,4.66197,4.82395,4.59647,4.72757,189575.94136946
1998-07-30,4.59647,4.66197,4.56568,4.56568,594696.75756064
1998-07-31,4.66197,4.66197,4.56568,4.59647,288095.93666132
1998-08-03,4.5349,4.56568,4.46958,4.5001,536409.83361655
1998-08-04,4.5349,4.66197,4.5349,4.63138,154960.83623748
1998-08-05,4.43442,4.5001,4.43442,4.46958,219724.78433812
1998-08-06,4.56568,4.56568,4.46958,4.5001,146254.87664246
1998-08-07,4.46958,4.59647,4.46958,4.5349,203442.54207383
1998-08-10,4.5349,4.5349,4.46958,4.5001,122524.31882585
1998-08-11,4.33812,4.33812,4.07975,4.07975,191849.97997212
1998-08-12,4.11036,4.14544,4.11036,4.14544,534314.10984897
1998-08-13,3.91778,3.91778,3.82159,3.91778,973463.69003796
1998-08-14,4.11036,4.14544,4.07975,4.07975,454133.27088958
1998-08-17,4.01416,4.07975,4.01416,4.07975,243248.7067282
1998-08-18,4.40391,4.40391,4.27692,4.33812,491386.38666993
1998-08-19,4.27692,4.40391,4.27692,4.37301,923586.93284482
1998-08-20,4.27692,4.30733,4.24183,4.27692,1124316.9916039
1998-08-21,4.17614,4.17614,4.14544,4.14544,469363.4556269
1998-08-24,4.30733,4.30733,4.14544,4.21122,235569.63080106
1998-08-25,4.37301,4.37301,4.27692,4.27692,359397.74574458
1998-08-26,4.27692,4.30733,4.17614,4.30733,684314.64693888
1998-08-27,4.14544,4.14544,4.01416,4.04916,780457.81037021
1998-08-28,3.75589,3.91778,3.75589,3.91778,594520.54054715
1998-08-31,3.88709,3.91778,3.82159,3.88709,199167.18167512
1998-09-01,3.56322,3.8521,3.56322,3.59383,496322.56086923
1998-09-02,3.91778,3.98356,3.7254,3.8521,496812.4022103
1998-09-03,3.82159,3.82159,3.69021,3.79089,614995.27925738
1998-09-04,3.8521,3.88709,3.8521,3.88709,268619.76102753
1998-09-07,4.01416,4.11036,3.98356,4.04916,696558.58264403
1998-09-08,4.01416,4.14544,3.91778,4.11036,323042.49760439
1998-09-09,3.88709,3.95276,3.8521,3.88709,150208.22142724
1998-09-10,3.88709,3.91778,3.88709,3.91778,233781.2378963
1998-09-11,3.69021,3.79089,3.69021,3.79089,307050.8036302
1998-09-14,3.88709,3.88709,3.8521,3.8521,109770.61247453
1998-09-15,3.91778,3.91778,3.79089,3.79089,280432.59439611
1998-09-16,3.91778,4.11036,3.91778,4.04916,427236.05138413
1998-09-17,4.01416,4.01416,3.8521,3.8521,309238.8315477
1998-09-18,3.98356,3.98356,3.88709,3.95276,396683.37775956
1998-09-21,3.91778,3.91778,3.82159,3.82159,130288.35652734
1998-09-22,3.7254,3.8521,3.7254,3.8521,112969.79039801
1998-09-23,3.88709,3.88709,3.79089,3.88709,119095.42943836
1998-09-24,3.98356,3.98356,3.8521,3.8521,385647.78728977
1998-09-25,3.82159,3.82159,3.75589,3.79089,161139.96972836
1998-09-28,3.98356,3.98356,3.88709,3.88709,247602.7354365
1998-09-29,3.88709,3.88709,3.8521,3.8521,66297.455682312
1998-09-30,3.82159,3.82159,3.69021,3.7254,106038.58786741
1998-10-01,3.49753,3.49753,3.30505,3.36626,271277.700981
1998-10-02,3.15604,3.30505,3.15604,3.26997,556551.0186941
1998-10-05,3.23927,3.33556,3.17367,3.17367,171369.99670792
1998-10-06,3.15604,3.23927,3.14298,3.20437,671171.79468278
1998-10-07,3.26997,3.26997,3.17367,3.20437,419299.99231233
1998-10-08,3.22172,3.22172,3.07738,3.12543,77418.007926464
1998-10-09,3.20437,3.26997,3.20437,3.23927,147248.19516493
1998-10-12,3.30505,3.30505,3.23927,3.30505,410762.90735523
1998-10-13,3.30505,3.30505,3.07738,3.23927,421248.86856866
1998-10-14,3.36626,3.36626,3.23927,3.33556,214650.15391393
1998-10-15,3.40134,3.43194,3.40134,3.40134,553597.28589656
1998-10-16,3.49753,3.49753,3.30505,3.33556,256034.92931414
1998-10-19,3.23927,3.40134,3.23927,3.40134,304148.46746159
1998-10-20,3.56322,3.56322,3.46703,3.52823,312279.62394119
1998-10-21,3.56322,3.7254,3.56322,3.69021,249525.38892297
1998-10-22,3.69021,3.82159,3.69021,3.79089,242648.72975369
1998-10-23,3.79089,3.91778,3.79089,3.8521,565842.2705125
1998-10-26,3.82159,4.04916,3.82159,4.01416,430380.68594629
1998-10-27,3.88709,4.07975,3.88709,4.04916,895851.6336145
1998-10-28,3.88709,3.95276,3.79089,3.88709,455642.65352298
1998-10-29,3.91778,4.04916,3.91778,4.04916,521668.4413095
1998-10-30,3.98356,4.17614,3.98356,4.14544,981798.3352117
1998-11-02,4.37301,4.69716,4.33812,4.63138,261536.46643172
1998-11-03,4.5349,4.5349,4.46958,4.5349,658080.33905561
1998-11-04,4.11036,4.43442,4.11036,4.40391,345968.54084155
1998-11-05,4.5001,4.5001,4.33812,4.37301,487725.68799685
1998-11-06,4.43442,4.43442,4.33812,4.33812,790460.22370734
1998-11-09,4.40391,4.43442,4.33812,4.33812,190417.16782672
1998-11-10,4.27692,4.33812,4.27692,4.33812,94353.721615776
1998-11-12,4.14544,4.14544,4.04916,4.07975,90556.664539391
1998-11-13,4.21122,4.30733,4.14544,4.14544,265078.63818502
1998-11-16,4.37301,4.43442,4.33812,4.40391,186244.60068587
1998-11-17,4.07975,4.17614,4.07975,4.14544,424688.24706409
1998-11-18,4.11036,4.14544,3.91778,4.01416,322236.93411415
1998-11-19,4.01416,4.01416,3.91778,3.98356,665301.0409655
1998-11-20,4.04916,4.07975,4.04916,4.07975,110582.46942954
1998-11-23,4.17614,4.27692,4.17614,4.21122,181212.97560427
1998-11-24,4.17614,4.17614,4.04916,4.14544,177145.29954288
1998-11-25,4.04916,4.11036,4.04916,4.11036,376618.76317002
1998-11-26,4.21122,4.21122,4.11036,4.11036,180700.05822572
1998-11-27,4.04916,4.14544,4.04916,4.04916,75872.962326046
1998-11-30,4.01416,4.04916,3.98356,4.01416,323084.45403617
1998-12-01,3.91778,3.91778,3.82159,3.8521,208514.02576563
1998-12-02,3.95276,4.07975,3.95276,4.04916,181097.59541686
1998-12-03,3.98356,4.27692,3.98356,4.07975,551958.88723542
1998-12-04,4.04916,4.14544,4.04916,4.11036,287564.13888847
1998-12-07,4.21122,4.21122,4.17614,4.17614,305292.82913848
1998-12-08,4.14544,4.14544,4.04916,4.14544,522673.29785071
1998-12-09,4.14544,4.24183,4.14544,4.21122,337212.23352839
1998-12-10,4.21122,4.27692,4.21122,4.21122,361463.05109911
1998-12-11,4.14544,4.21122,4.14544,4.17614,130624.00798161
1998-12-14,4.07975,4.07975,4.04916,4.04916,1119993.3813086
1998-12-15,4.01416,4.04916,3.95276,3.95276,713355.84010846
1998-12-16,3.629,3.88709,3.629,3.79089,1056945.4512679
1998-12-17,3.7254,3.79089,3.7254,3.75589,577618.39200327
1998-12-18,3.7254,3.79089,3.69021,3.7254,701000.71985908
1998-12-21,3.59383,3.75589,3.59383,3.7254,328674.09966049
1998-12-22,3.75589,3.88709,3.75589,3.8521,789458.51389852
1998-12-23,3.95276,4.07975,3.95276,4.07975,471239.95703841
1998-12-28,4.14544,4.21122,4.14544,4.14544,156364.27888063
1998-12-29,4.17614,4.17614,4.01416,4.04916,631492.54823456
1998-12-30,4.04916,4.04916,4.01416,4.04916,1083025.5692644
1998-12-31,4.04916,4.04916,4.01416,4.04916,280432.59439611
1999-01-04,4.07975,4.21122,4.07975,4.14544,92405.894270238
1999-01-05,4.04916,4.04916,3.95276,3.98356,425667.92974623
1999-01-06,3.95276,4.11036,3.95276,4.11036,1864287.894214
1999-01-07,4.11036,4.14544,4.04916,4.07975,617916.49582029
1999-01-08,4.07975,4.30733,4.07975,4.27692,582494.77828728
1999-01-11,4.14544,4.24183,4.14544,4.24183,529650.65245626
1999-01-12,4.04916,4.11036,4.04916,4.07975,329652.73343184
1999-01-13,3.8521,3.8521,3.629,3.69021,290009.14995063
1999-01-14,3.69021,3.82159,3.69021,3.75589,399086.43238995
1999-01-15,3.33556,3.59383,3.33556,3.56322,481374.53313566
1999-01-18,3.65961,3.88709,3.65961,3.82159,744417.2354684
1999-01-19,3.82159,3.98356,3.79089,3.98356,528703.48600876
1999-01-20,4.01416,4.14544,3.95276,3.95276,418940.21590979
1999-01-21,4.24183,4.82395,4.24183,4.72757,4323522.1867578
1999-01-22,4.33812,4.75826,4.33812,4.56568,1289408.2082954
1999-01-25,4.43442,4.72757,4.43442,4.63138,919027.31762077
1999-01-26,4.72757,4.95523,4.63138,4.66197,1436202.2250863
1999-01-27,4.72757,4.85904,4.5349,4.79325,1692830.8379102
1999-01-28,4.66197,4.82395,4.66197,4.72757,1606877.8428482
1999-01-29,4.75826,4.88965,4.75826,4.85904,1204785.232121
1999-02-01,4.82395,4.88965,4.82395,4.88965,1872916.2344103
1999-02-02,4.72757,4.79325,4.72757,4.72757,889436.49519484
1999-02-03,4.5001,4.56568,4.43442,4.5001,1154777.3610785
1999-02-04,4.5349,4.5349,4.37301,4.40391,887465.59181182
1999-02-05,4.21122,4.33812,4.21122,4.30733,318427.29010823
1999-02-08,4.30733,4.5001,4.30733,4.43442,515642.44879463
1999-02-09,4.37301,4.40391,4.30733,4.33812,466127.56582562
1999-02-10,4.21122,4.33812,4.21122,4.33812,264258.38994366
1999-02-11,4.30733,4.46958,4.30733,4.30733,78285.457153583
1999-02-12,4.5349,4.56568,4.5349,4.5349,672138.89043538
1999-02-15,4.43442,4.46958,4.43442,4.43442,60487.538791126
1999-02-16,4.66197,4.75826,4.63138,4.75826,550111.75532616
1999-02-17,4.75826,4.88965,4.75826,4.85904,694837.32003012
1999-02-18,4.82395,4.98584,4.75826,4.98584,649026.14107678
1999-02-19,4.85904,4.95523,4.85904,4.95523,1210717.8715751
1999-02-22,4.98584,5.02101,4.95523,4.98584,615671.82671989
1999-02-23,4.92034,4.92034,4.69716,4.69716,664045.49474439
1999-02-24,4.75826,4.79325,4.69716,4.69716,862167.9612681
